ID;QALD;Keywords Extracted;Longest QT-Path;Precision;Recall;F1-Score
324;Who are the actresses in Portrait of a Lady on Fire?;Portrait of a Lady on Fire (NE),actress,portrait,lady,fire;Portrait of a Lady on Fire (match);0;0;null
326;Who created the Turing machine?;Turing (NE),created;Turing (match),inception;0;0;null
327;When was the Hambach Castle built?;the Hambach Castle (NE),built;the Hambach Castle (match),château;0;0;null
328;Who died at the North Pole?;the North Pole (NE),died;the North Pole (match),place of death;0.5;1;0.6666666666666666
329;Who directed Anne with an E ?;Anne with an E (NE),directed;Anne with an E (match),director;1;1;1
330;Who wrote "Prototypical Networks for Few-shot Learning"?;Prototypical Networks for Few-shot Learning (NE),wrote,network,learning;Prototypical Networks for Few-shot Learning (match);0;0;null
331;Who founded “The Blue Rider”?;The Blue Rider (NE),founded;The Blue Rider (match),founded by;1;1;1
332;Who founded the Worpswede artist colony ?;Worpswede (NE),founded;Worpswede (match),founded by;1;1;1
333;Who is the author of “Convenience Store Woman” ?;Convenience Store Woman (NE),author;Convenience Store Woman (match),author;1;1;1
339;Who is the publisher of Smite ?;Smite (NE),publisher;Smite (match),publisher;1;1;1
340;Who wrote the Erlangen program?;Erlangen (NE),wrote;Erlangen (match);0;0;null
346;Who was the creator of Boo-Boo Bear ?;Boo-Boo Bear (NE),creator,Boo Boo Bear;Boo-Boo Bear (match);0;0;null
347;Who was the creator of Unbreakable Kimmy Schmidt ?;Unbreakable Kimmy Schmidt (NE),creator;Unbreakable Kimmy Schmidt (match);0;0;null
349;Who founded the Roland Corporation?;the Roland Corporation (NE),founded;the Roland Corporation (match),founded by;0;0;null
351;Who were the parents of Socrates ?;Socrates (NE),parent;Socrates (match),mother;1;0.5;0.6666666666666666
352;Who wrote Anne of Green Gables ?;Anne of Green Gables (NE),wrote;Anne of Green Gables (match);0;0;null
354;Who's the author of The Hellbound Heart ?;The Hellbound Heart (NE),author;The Hellbound Heart (match),author;1;1;1
355;Whom did Clara Westhoff marry?;Clara Westhoff (NE),marry;Clara Westhoff (match);0;0;null
357;When was Athens founded?;Athens (NE),founded;Athens (match),founded by;0;0;null
381;What is the twitter name of Running Wild?;Running Wild (NE),twitter name;Running Wild (match),Twitter username;0;0;null
389;In what country is the Kandahar-downhill?;the Kandahar-downhill (NE),country;the Kandahar-downhill (match),country;1;1;1
393;What is the Fujiyama made of?;Fujiyama (NE),made;Fujiyama (match);0;0;null
